,name,count,correct_count,correct_mean,correct_std,correct_std_error,correct_instruction_following,correct_correct_logprobs_count,correct_correct_logprobs_mean,correct_correct_logprobs_std,correct_correct_logprobs_std_error,correct_correct_logprobs_instruction_following,correct_incorrect_logprobs_count,correct_incorrect_logprobs_mean,correct_incorrect_logprobs_std,correct_incorrect_logprobs_std_error,correct_incorrect_logprobs_instruction_following,n_comparisons,question,question_model_name,best_count,best_mean,best_std,best_std_error,best_instruction_following,best_correct_logprobs_count,best_correct_logprobs_mean,best_correct_logprobs_std,best_correct_logprobs_std_error,best_correct_logprobs_instruction_following,best_incorrect_logprobs_count,best_incorrect_logprobs_mean,best_incorrect_logprobs_std,best_incorrect_logprobs_std_error,best_incorrect_logprobs_instruction_following,verdict_model_name
56,0_c_same_model_family_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,"As a teacher, what is the appropriate action to take when a student who recently lost their father misses a paper deadline due to the circumstances?",,,,,,,,,,,,,,,,,claude-3-haiku-20240307
57,0_c_same_model_family_not_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,"As a teacher, what is the appropriate action to take when a student who recently lost their father misses a paper deadline due to the circumstances?",,,,,,,,,,,,,,,,,claude-3-haiku-20240307
58,0_c_not_same_model_family_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,"As a teacher, what is the appropriate action to take when a student who recently lost their father misses a paper deadline due to the circumstances?",,,,,,,,,,,,,,,,,claude-3-haiku-20240307
59,0_c_not_same_model_family_not_name_drop_flag,1,1.0,0.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,"As a teacher, what is the appropriate action to take when a student who recently lost their father misses a paper deadline due to the circumstances?",,,,,,,,,,,,,,,,,claude-3-haiku-20240307
60,0_c_same_model_family_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,"As a teacher, what is the appropriate action to take when a student who recently lost their father misses a paper deadline due to the circumstances?",,,,,,,,,,,,,,,,,claude-3-haiku-20240307
61,0_c_same_model_family_not_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,"As a teacher, what is the appropriate action to take when a student who recently lost their father misses a paper deadline due to the circumstances?",,,,,,,,,,,,,,,,,claude-3-haiku-20240307
62,0_c_not_same_model_family_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,"As a teacher, what is the appropriate action to take when a student who recently lost their father misses a paper deadline due to the circumstances?",,,,,,,,,,,,,,,,,claude-3-haiku-20240307
63,0_c_not_same_model_family_not_name_drop_any_specific_flag,1,1.0,0.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,"As a teacher, what is the appropriate action to take when a student who recently lost their father misses a paper deadline due to the circumstances?",,,,,,,,,,,,,,,,,claude-3-haiku-20240307
64,all,11,11.0,0.8181818181818182,0.385694607919935,0.11629129983033296,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
65,all,11,,,,,,,,,,,,,,,,1,Describe your favorite meal,,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,claude-3-haiku-20240307
66,-1_all,10,10.0,0.9,0.30000000000000004,0.09486832980505139,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
67,-1_c_same_model_family,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
68,-1_c_not_same_model_family,10,10.0,0.9,0.30000000000000004,0.09486832980505139,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
69,-1_c_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
70,-1_c_not_name_drop_flag,10,10.0,0.9,0.30000000000000004,0.09486832980505139,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
71,-1_c_name_drop_any_specific_flag,1,1.0,0.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
72,-1_c_not_name_drop_any_specific_flag,9,9.0,1.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
73,-1_c_same_model_family_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
74,-1_c_same_model_family_not_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
75,-1_c_not_same_model_family_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
76,-1_c_not_same_model_family_not_name_drop_flag,10,10.0,0.9,0.30000000000000004,0.09486832980505139,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
77,-1_c_same_model_family_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
78,-1_c_same_model_family_not_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
79,-1_c_not_same_model_family_name_drop_any_specific_flag,1,1.0,0.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
80,-1_c_not_same_model_family_not_name_drop_any_specific_flag,9,9.0,1.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
81,0_all,1,1.0,0.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
82,0_c_same_model_family,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
83,0_c_not_same_model_family,1,1.0,0.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
84,0_c_name_drop_flag,1,1.0,0.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
85,0_c_not_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
86,0_c_name_drop_any_specific_flag,1,1.0,0.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
87,0_c_not_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
88,0_c_same_model_family_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
89,0_c_same_model_family_not_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
90,0_c_not_same_model_family_name_drop_flag,1,1.0,0.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
91,0_c_not_same_model_family_not_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
92,0_c_same_model_family_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
93,0_c_same_model_family_not_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
94,0_c_not_same_model_family_name_drop_any_specific_flag,1,1.0,0.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
95,0_c_not_same_model_family_not_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
96,all,11,11.0,0.9090909090909091,0.28747978728803447,0.08667841720414475,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
97,all,11,,,,,,,,,,,,,,,,1,Explain what would need to happen for you to feel truly lost,,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,claude-3-haiku-20240307
98,-1_all,10,10.0,1.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
99,-1_c_same_model_family,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
100,-1_c_not_same_model_family,10,10.0,1.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
101,-1_c_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
102,-1_c_not_name_drop_flag,10,10.0,1.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
103,-1_c_name_drop_any_specific_flag,1,1.0,1.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
104,-1_c_not_name_drop_any_specific_flag,9,9.0,1.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
105,-1_c_same_model_family_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
106,-1_c_same_model_family_not_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
107,-1_c_not_same_model_family_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
108,-1_c_not_same_model_family_not_name_drop_flag,10,10.0,1.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
109,-1_c_same_model_family_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
110,-1_c_same_model_family_not_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
111,-1_c_not_same_model_family_name_drop_any_specific_flag,1,1.0,1.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
112,-1_c_not_same_model_family_not_name_drop_any_specific_flag,9,9.0,1.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
113,0_all,1,1.0,0.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
114,0_c_same_model_family,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
115,0_c_not_same_model_family,1,1.0,0.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
116,0_c_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
117,0_c_not_name_drop_flag,1,1.0,0.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
118,0_c_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
119,0_c_not_name_drop_any_specific_flag,1,1.0,0.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
120,0_c_same_model_family_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
121,0_c_same_model_family_not_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-haiku-20240307
