,name,count,correct_count,correct_mean,correct_std,correct_std_error,correct_instruction_following,correct_correct_logprobs_count,correct_correct_logprobs_mean,correct_correct_logprobs_std,correct_correct_logprobs_std_error,correct_correct_logprobs_instruction_following,correct_incorrect_logprobs_count,correct_incorrect_logprobs_mean,correct_incorrect_logprobs_std,correct_incorrect_logprobs_std_error,correct_incorrect_logprobs_instruction_following,n_comparisons,best_count,best_mean,best_std,best_std_error,best_instruction_following,best_correct_logprobs_count,best_correct_logprobs_mean,best_correct_logprobs_std,best_correct_logprobs_std_error,best_correct_logprobs_instruction_following,best_incorrect_logprobs_count,best_incorrect_logprobs_mean,best_incorrect_logprobs_std,best_incorrect_logprobs_std_error,best_incorrect_logprobs_instruction_following,verdict_model_name
29,0_c_same_model_family_not_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,,,,,,,,,,,,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
30,0_c_not_same_model_family_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,,,,,,,,,,,,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
31,0_c_not_same_model_family_not_name_drop_any_specific_flag,16,16.0,0.9375,0.24206145913796356,0.06051536478449089,1.0,0.0,,,,0.0,0.0,,,,0.0,1,,,,,,,,,,,,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
32,all,320,319.0,0.40752351097178685,0.4913736856782369,0.027511644669202077,0.996875,130.0,-0.05085185946725,0.1853740540445774,0.016258380067125124,0.40625,189.0,-0.05812074581966323,0.2961865510711246,0.021544401430338606,0.590625,2,,,,,,,,,,,,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
33,all,320,,,,,,,,,,,,,,,,2,319.0,0.542319749216301,0.4982058197434765,0.02789417073889948,0.996875,173.0,-0.027387997978664334,0.10197588512671137,0.0077530829770855415,0.540625,146.0,-0.08806465096130082,0.36037540783859506,0.02982488096347012,0.45625,mistralai/Mixtral-8x22B-Instruct-v0.1
34,0_all,160,160.0,0.7125,0.4525966747557918,0.03578090884116836,1.0,114.0,-0.029656091248083334,0.11870074812485702,0.011117343651787345,0.7125,46.0,-0.13023094776154345,0.4621668827235652,0.06814278925877339,0.2875,2,,,,,,,,,,,,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
35,0_c_same_model_family,16,16.0,0.75,0.4330127018922193,0.10825317547305482,1.0,12.0,-0.012639522533916666,0.028277715765215757,0.008163073404557521,0.75,4.0,-0.009365081692499999,0.009617361577434667,0.004808680788717334,0.25,2,,,,,,,,,,,,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
36,0_c_not_same_model_family,144,144.0,0.7083333333333334,0.45452967144315476,0.0378774726202629,1.0,102.0,-0.03165804050857353,0.12496139786277129,0.012373022106075363,0.7083333333333334,42.0,-0.14174198262526194,0.48208745241731893,0.0743877088826829,0.2916666666666667,2,,,,,,,,,,,,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
37,0_c_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,2,,,,,,,,,,,,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
38,0_c_not_name_drop_flag,160,160.0,0.7125,0.4525966747557918,0.03578090884116836,1.0,114.0,-0.029656091248083334,0.11870074812485702,0.011117343651787345,0.7125,46.0,-0.13023094776154345,0.4621668827235652,0.06814278925877339,0.2875,2,,,,,,,,,,,,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
39,0_c_name_drop_any_specific_flag,18,18.0,0.7222222222222222,0.44790320823880836,0.10557179862029058,1.0,13.0,-0.020699088379076927,0.06845684391033156,0.0189865123750104,0.7222222222222222,5.0,-0.006786155594,0.009208169320966731,0.004118018510001938,0.2777777777777778,2,,,,,,,,,,,,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
40,0_c_not_name_drop_any_specific_flag,142,142.0,0.7112676056338029,0.45317325473792025,0.03802945474546994,1.0,101.0,-0.030808972805480197,0.12364694582392288,0.012303330955068298,0.7112676056338029,41.0,-0.14528519070880488,0.48739250445706733,0.07611792093736941,0.2887323943661972,2,,,,,,,,,,,,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
41,0_c_same_model_family_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,2,,,,,,,,,,,,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
42,0_c_same_model_family_not_name_drop_flag,16,16.0,0.75,0.4330127018922193,0.10825317547305482,1.0,12.0,-0.012639522533916666,0.028277715765215757,0.008163073404557521,0.75,4.0,-0.009365081692499999,0.009617361577434667,0.004808680788717334,0.25,2,,,,,,,,,,,,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
43,0_c_not_same_model_family_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,2,,,,,,,,,,,,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
44,0_c_not_same_model_family_not_name_drop_flag,144,144.0,0.7083333333333334,0.45452967144315476,0.0378774726202629,1.0,102.0,-0.03165804050857353,0.12496139786277129,0.012373022106075363,0.7083333333333334,42.0,-0.14174198262526194,0.48208745241731893,0.0743877088826829,0.2916666666666667,2,,,,,,,,,,,,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
45,0_c_same_model_family_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,2,,,,,,,,,,,,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
46,0_c_same_model_family_not_name_drop_any_specific_flag,16,16.0,0.75,0.4330127018922193,0.10825317547305482,1.0,12.0,-0.012639522533916666,0.028277715765215757,0.008163073404557521,0.75,4.0,-0.009365081692499999,0.009617361577434667,0.004808680788717334,0.25,2,,,,,,,,,,,,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
47,0_c_not_same_model_family_name_drop_any_specific_flag,18,18.0,0.7222222222222222,0.44790320823880836,0.10557179862029058,1.0,13.0,-0.020699088379076927,0.06845684391033156,0.0189865123750104,0.7222222222222222,5.0,-0.006786155594,0.009208169320966731,0.004118018510001938,0.2777777777777778,2,,,,,,,,,,,,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
48,0_c_not_same_model_family_not_name_drop_any_specific_flag,126,126.0,0.7063492063492064,0.4554338646159864,0.040573273422081155,1.0,89.0,-0.03325878632524157,0.13111681255620897,0.01389835433427728,0.7063492063492064,37.0,-0.1599792565484054,0.5108909450087125,0.08398995398290932,0.29365079365079366,2,,,,,,,,,,,,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
49,1_all,160,159.0,0.10062893081761007,0.30083674825412327,0.023857906024522257,0.99375,16.0,-0.2018717080288125,0.3909034135663799,0.09772585339159498,0.1,143.0,-0.03492445708311433,0.2121921333147327,0.017744397607080464,0.89375,2,,,,,,,,,,,,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
50,1_c_same_model_family,16,16.0,0.125,0.33071891388307384,0.08267972847076846,1.0,2.0,-0.010913848949999999,0.00934982305,0.006611323281549289,0.125,14.0,-0.17443605813297142,0.6021058378188694,0.16091955397819183,0.875,2,,,,,,,,,,,,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
51,1_c_not_same_model_family,144,143.0,0.0979020979020979,0.2971822288234374,0.024851626436969847,0.9930555555555556,14.0,-0.22915140218292857,0.4106931831455834,0.10976237017245538,0.09722222222222222,129.0,-0.01978366317072674,0.09069692702386505,0.007985419159911094,0.8958333333333334,2,,,,,,,,,,,,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
52,1_c_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,2,,,,,,,,,,,,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
53,1_c_not_name_drop_flag,160,159.0,0.10062893081761007,0.30083674825412327,0.023857906024522257,0.99375,16.0,-0.2018717080288125,0.3909034135663799,0.09772585339159498,0.1,143.0,-0.03492445708311433,0.2121921333147327,0.017744397607080464,0.89375,2,,,,,,,,,,,,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
54,1_c_name_drop_any_specific_flag,18,18.0,0.2222222222222222,0.41573970964154905,0.09799078929868855,1.0,4.0,-0.0024813413389999997,0.002341298792651844,0.001170649396325922,0.2222222222222222,14.0,-0.00090867280962,0.0019655250424841304,0.0005253086638642795,0.7777777777777778,2,,,,,,,,,,,,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
55,1_c_not_name_drop_any_specific_flag,142,141.0,0.0851063829787234,0.27903993720434045,0.023499401917091614,0.9929577464788732,12.0,-0.26833516359208337,0.4313574473552169,0.12452216917374216,0.08450704225352113,129.0,-0.03861609258566411,0.22309721792954937,0.019642614772479694,0.9084507042253521,2,,,,,,,,,,,,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
56,1_c_same_model_family_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,2,,,,,,,,,,,,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
57,1_c_same_model_family_not_name_drop_flag,16,16.0,0.125,0.33071891388307384,0.08267972847076846,1.0,2.0,-0.010913848949999999,0.00934982305,0.006611323281549289,0.125,14.0,-0.17443605813297142,0.6021058378188694,0.16091955397819183,0.875,2,,,,,,,,,,,,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
58,1_c_not_same_model_family_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,2,,,,,,,,,,,,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
59,1_c_not_same_model_family_not_name_drop_flag,144,143.0,0.0979020979020979,0.2971822288234374,0.024851626436969847,0.9930555555555556,14.0,-0.22915140218292857,0.4106931831455834,0.10976237017245538,0.09722222222222222,129.0,-0.01978366317072674,0.09069692702386505,0.007985419159911094,0.8958333333333334,2,,,,,,,,,,,,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
60,1_c_same_model_family_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,2,,,,,,,,,,,,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
61,1_c_same_model_family_not_name_drop_any_specific_flag,16,16.0,0.125,0.33071891388307384,0.08267972847076846,1.0,2.0,-0.010913848949999999,0.00934982305,0.006611323281549289,0.125,14.0,-0.17443605813297142,0.6021058378188694,0.16091955397819183,0.875,2,,,,,,,,,,,,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
62,1_c_not_same_model_family_name_drop_any_specific_flag,18,18.0,0.2222222222222222,0.41573970964154905,0.09799078929868855,1.0,4.0,-0.0024813413389999997,0.002341298792651844,0.001170649396325922,0.2222222222222222,14.0,-0.00090867280962,0.0019655250424841304,0.0005253086638642795,0.7777777777777778,2,,,,,,,,,,,,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
63,1_c_not_same_model_family_not_name_drop_any_specific_flag,126,125.0,0.08,0.27129319932501067,0.024265201420964954,0.9920634920634921,10.0,-0.3198194265205,0.4553700001676254,0.14400063786409528,0.07936507936507936,115.0,-0.022081488084252785,0.09580307257085793,0.008933682581652074,0.9126984126984127,2,,,,,,,,,,,,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
64,0_all,160,,,,,,,,,,,,,,,,2,159.0,0.8490566037735849,0.3579936973775523,0.028390746938236927,0.99375,135.0,-0.019866037333955037,0.08862018162476222,0.0076272108349017915,0.84375,24.0,-0.29851509646945834,0.6692232155620307,0.13660461684596417,0.15,mistralai/Mixtral-8x22B-Instruct-v0.1
65,0_b_same_model_family,16,,,,,,,,,,,,,,,,2,16.0,0.75,0.4330127018922193,0.10825317547305482,1.0,12.0,-0.012639522533916666,0.028277715765215757,0.008163073404557521,0.75,4.0,-0.009365081692499999,0.009617361577434667,0.004808680788717334,0.25,mistralai/Mixtral-8x22B-Instruct-v0.1
66,0_b_not_same_model_family,144,,,,,,,,,,,,,,,,2,143.0,0.8601398601398601,0.34684186762621666,0.02900437405383607,0.9930555555555556,123.0,-0.020571063168105124,0.09239118321697642,0.008330632441774294,0.8541666666666666,20.0,-0.35634509942485,0.719268587189066,0.1608333455034986,0.1388888888888889,mistralai/Mixtral-8x22B-Instruct-v0.1
67,0_b_name_drop_flag,0,,,,,,,,,,,,,,,,2,0.0,,,,,0.0,,,,,0.0,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
68,0_b_not_name_drop_flag,160,,,,,,,,,,,,,,,,2,159.0,0.8490566037735849,0.3579936973775523,0.028390746938236927,0.99375,135.0,-0.019866037333955037,0.08862018162476222,0.0076272108349017915,0.84375,24.0,-0.29851509646945834,0.6692232155620307,0.13660461684596417,0.15,mistralai/Mixtral-8x22B-Instruct-v0.1
69,0_b_name_drop_any_specific_flag,18,,,,,,,,,,,,,,,,2,18.0,0.7777777777777778,0.41573970964154905,0.09799078929868855,1.0,14.0,-0.0008487531087628571,0.0019708118013943387,0.0005267216096163132,0.7777777777777778,4.0,-0.008663654194999999,0.00949182082399842,0.00474591041199921,0.2222222222222222,mistralai/Mixtral-8x22B-Instruct-v0.1
70,0_b_not_name_drop_any_specific_flag,142,,,,,,,,,,,,,,,,2,141.0,0.8581560283687943,0.3488900390425204,0.02938184166206314,0.9929577464788732,121.0,-0.02206638426910124,0.09335456441326029,0.008486778583023663,0.852112676056338,20.0,-0.35648538492435,0.7192011608047153,0.16081826850561007,0.14084507042253522,mistralai/Mixtral-8x22B-Instruct-v0.1
71,0_b_same_model_family_name_drop_flag,0,,,,,,,,,,,,,,,,2,0.0,,,,,0.0,,,,,0.0,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
72,0_b_same_model_family_not_name_drop_flag,16,,,,,,,,,,,,,,,,2,16.0,0.75,0.4330127018922193,0.10825317547305482,1.0,12.0,-0.012639522533916666,0.028277715765215757,0.008163073404557521,0.75,4.0,-0.009365081692499999,0.009617361577434667,0.004808680788717334,0.25,mistralai/Mixtral-8x22B-Instruct-v0.1
73,0_b_not_same_model_family_name_drop_flag,0,,,,,,,,,,,,,,,,2,0.0,,,,,0.0,,,,,0.0,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
74,0_b_not_same_model_family_not_name_drop_flag,144,,,,,,,,,,,,,,,,2,143.0,0.8601398601398601,0.34684186762621666,0.02900437405383607,0.9930555555555556,123.0,-0.020571063168105124,0.09239118321697642,0.008330632441774294,0.8541666666666666,20.0,-0.35634509942485,0.719268587189066,0.1608333455034986,0.1388888888888889,mistralai/Mixtral-8x22B-Instruct-v0.1
75,0_b_same_model_family_name_drop_any_specific_flag,0,,,,,,,,,,,,,,,,2,0.0,,,,,0.0,,,,,0.0,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
76,0_b_same_model_family_not_name_drop_any_specific_flag,16,,,,,,,,,,,,,,,,2,16.0,0.75,0.4330127018922193,0.10825317547305482,1.0,12.0,-0.012639522533916666,0.028277715765215757,0.008163073404557521,0.75,4.0,-0.009365081692499999,0.009617361577434667,0.004808680788717334,0.25,mistralai/Mixtral-8x22B-Instruct-v0.1
77,0_b_not_same_model_family_name_drop_any_specific_flag,18,,,,,,,,,,,,,,,,2,18.0,0.7777777777777778,0.41573970964154905,0.09799078929868855,1.0,14.0,-0.0008487531087628571,0.0019708118013943387,0.0005267216096163132,0.7777777777777778,4.0,-0.008663654194999999,0.00949182082399842,0.00474591041199921,0.2222222222222222,mistralai/Mixtral-8x22B-Instruct-v0.1
78,0_b_not_same_model_family_not_name_drop_any_specific_flag,126,,,,,,,,,,,,,,,,2,125.0,0.872,0.33408980828513757,0.0298819008766176,0.9920634920634921,109.0,-0.023104203909672015,0.09785519626597745,0.009372827912902787,0.8650793650793651,16.0,-0.4432654607323125,0.780311383956082,0.1950778459890205,0.12698412698412698,mistralai/Mixtral-8x22B-Instruct-v0.1
79,1_all,160,,,,,,,,,,,,,,,,2,160.0,0.2375,0.42555111326373,0.033642769468341924,1.0,38.0,-0.0541107529006579,0.13611520848818603,0.02208080255846357,0.2375,122.0,-0.046664563320351814,0.23851317089674096,0.02159396786810316,0.7625,mistralai/Mixtral-8x22B-Instruct-v0.1
80,1_b_same_model_family,16,,,,,,,,,,,,,,,,2,16.0,0.125,0.33071891388307384,0.08267972847076846,1.0,2.0,-0.010913848949999999,0.00934982305,0.006611323281549289,0.125,14.0,-0.17443605813297142,0.6021058378188694,0.16091955397819183,0.875,mistralai/Mixtral-8x22B-Instruct-v0.1
81,1_b_not_same_model_family,144,,,,,,,,,,,,,,,,2,144.0,0.25,0.4330127018922193,0.03608439182435161,1.0,36.0,-0.05651058089791667,0.1394358858664241,0.023239314311070684,0.25,108.0,-0.030101591770567773,0.12197355519208494,0.01173691082069432,0.75,mistralai/Mixtral-8x22B-Instruct-v0.1
82,1_b_name_drop_flag,0,,,,,,,,,,,,,,,,2,0.0,,,,,0.0,,,,,0.0,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
83,1_b_not_name_drop_flag,160,,,,,,,,,,,,,,,,2,160.0,0.2375,0.42555111326373,0.033642769468341924,1.0,38.0,-0.0541107529006579,0.13611520848818603,0.02208080255846357,0.2375,122.0,-0.046664563320351814,0.23851317089674096,0.02159396786810316,0.7625,mistralai/Mixtral-8x22B-Instruct-v0.1
84,1_b_name_drop_any_specific_flag,18,,,,,,,,,,,,,,,,2,18.0,0.2777777777777778,0.44790320823880836,0.10557179862029058,1.0,5.0,-0.0018403053092,0.0021549248264935896,0.0009637116796883212,0.2777777777777778,13.0,-0.020763617287692306,0.06843796408811613,0.0189812760544666,0.7222222222222222,mistralai/Mixtral-8x22B-Instruct-v0.1
85,1_b_not_name_drop_any_specific_flag,142,,,,,,,,,,,,,,,,2,142.0,0.2323943661971831,0.422359118235883,0.03544358985301802,1.0,33.0,-0.06203051768724242,0.14441997197720222,0.02514029019497893,0.2323943661971831,109.0,-0.049753666975623126,0.25104827687332004,0.024046063844874323,0.7676056338028169,mistralai/Mixtral-8x22B-Instruct-v0.1
86,1_b_same_model_family_name_drop_flag,0,,,,,,,,,,,,,,,,2,0.0,,,,,0.0,,,,,0.0,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
87,1_b_same_model_family_not_name_drop_flag,16,,,,,,,,,,,,,,,,2,16.0,0.125,0.33071891388307384,0.08267972847076846,1.0,2.0,-0.010913848949999999,0.00934982305,0.006611323281549289,0.125,14.0,-0.17443605813297142,0.6021058378188694,0.16091955397819183,0.875,mistralai/Mixtral-8x22B-Instruct-v0.1
88,1_b_not_same_model_family_name_drop_flag,0,,,,,,,,,,,,,,,,2,0.0,,,,,0.0,,,,,0.0,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
89,1_b_not_same_model_family_not_name_drop_flag,144,,,,,,,,,,,,,,,,2,144.0,0.25,0.4330127018922193,0.03608439182435161,1.0,36.0,-0.05651058089791667,0.1394358858664241,0.023239314311070684,0.25,108.0,-0.030101591770567773,0.12197355519208494,0.01173691082069432,0.75,mistralai/Mixtral-8x22B-Instruct-v0.1
90,1_b_same_model_family_name_drop_any_specific_flag,0,,,,,,,,,,,,,,,,2,0.0,,,,,0.0,,,,,0.0,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
91,1_b_same_model_family_not_name_drop_any_specific_flag,16,,,,,,,,,,,,,,,,2,16.0,0.125,0.33071891388307384,0.08267972847076846,1.0,2.0,-0.010913848949999999,0.00934982305,0.006611323281549289,0.125,14.0,-0.17443605813297142,0.6021058378188694,0.16091955397819183,0.875,mistralai/Mixtral-8x22B-Instruct-v0.1
92,1_b_not_same_model_family_name_drop_any_specific_flag,18,,,,,,,,,,,,,,,,2,18.0,0.2777777777777778,0.44790320823880836,0.10557179862029058,1.0,5.0,-0.0018403053092,0.0021549248264935896,0.0009637116796883212,0.2777777777777778,13.0,-0.020763617287692306,0.06843796408811613,0.0189812760544666,0.7222222222222222,mistralai/Mixtral-8x22B-Instruct-v0.1
93,1_b_not_same_model_family_not_name_drop_any_specific_flag,126,,,,,,,,,,,,,,,,2,126.0,0.24603174603174602,0.4306972555941313,0.038369561139453466,1.0,31.0,-0.06532836728319356,0.14838348507098656,0.026650460651959987,0.24603174603174602,95.0,-0.031379419857698106,0.1275104824034689,0.013082299460989408,0.753968253968254,mistralai/Mixtral-8x22B-Instruct-v0.1
94,all,640,635.0,0.23937007874015748,0.42669900883888673,0.016933033649448863,0.9921875,152.0,-0.2798260528678355,0.6336120647433108,0.0513927247941283,0.2375,483.0,-0.17895705147195626,0.4542708295194953,0.02067003845560955,0.7546875,3,,,,,,,,,,,,,,,,mistralai/Mixtral-8x22B-Instruct-v0.1
95,all,640,,,,,,,,,,,,,,,,3,635.0,0.4094488188976378,0.4917321258581417,0.019513794176200836,0.9921875,260.0,-0.17101571518625727,0.4302574543440074,0.02668343457729372,0.40625,375.0,-0.2253486131958373,0.5496347647040392,0.028383017202605013,0.5859375,mistralai/Mixtral-8x22B-Instruct-v0.1
