,name,count,correct_count,correct_mean,correct_std,correct_std_error,correct_instruction_following,correct_correct_logprobs_count,correct_correct_logprobs_mean,correct_correct_logprobs_std,correct_correct_logprobs_std_error,correct_correct_logprobs_instruction_following,correct_incorrect_logprobs_count,correct_incorrect_logprobs_mean,correct_incorrect_logprobs_std,correct_incorrect_logprobs_std_error,correct_incorrect_logprobs_instruction_following,n_comparisons,best_count,best_mean,best_std,best_std_error,best_instruction_following,best_correct_logprobs_count,best_correct_logprobs_mean,best_correct_logprobs_std,best_correct_logprobs_std_error,best_correct_logprobs_instruction_following,best_incorrect_logprobs_count,best_incorrect_logprobs_mean,best_incorrect_logprobs_std,best_incorrect_logprobs_std_error,best_incorrect_logprobs_instruction_following,verdict_model_name
17,0_all,16,16.0,0.125,0.33071891388307384,0.08267972847076846,1.0,0.0,,,,0.0,0.0,,,,0.0,1,,,,,,,,,,,,,,,,gpt-3.5-turbo
18,0_c_same_model_family,0,0.0,,,,,0.0,,,,,0.0,,,,,1,,,,,,,,,,,,,,,,gpt-3.5-turbo
19,0_c_not_same_model_family,16,16.0,0.125,0.33071891388307384,0.08267972847076846,1.0,0.0,,,,0.0,0.0,,,,0.0,1,,,,,,,,,,,,,,,,gpt-3.5-turbo
20,0_c_name_drop_flag,1,1.0,0.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,,,,,,,,,,,,,,,,gpt-3.5-turbo
21,0_c_not_name_drop_flag,15,15.0,0.13333333333333333,0.339934634239519,0.0877707451472511,1.0,0.0,,,,0.0,0.0,,,,0.0,1,,,,,,,,,,,,,,,,gpt-3.5-turbo
22,0_c_name_drop_any_specific_flag,1,1.0,0.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,,,,,,,,,,,,,,,,gpt-3.5-turbo
23,0_c_not_name_drop_any_specific_flag,15,15.0,0.13333333333333333,0.339934634239519,0.0877707451472511,1.0,0.0,,,,0.0,0.0,,,,0.0,1,,,,,,,,,,,,,,,,gpt-3.5-turbo
24,0_c_same_model_family_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,,,,,,,,,,,,,,,,gpt-3.5-turbo
25,0_c_same_model_family_not_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,,,,,,,,,,,,,,,,gpt-3.5-turbo
26,0_c_not_same_model_family_name_drop_flag,1,1.0,0.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,,,,,,,,,,,,,,,,gpt-3.5-turbo
27,0_c_not_same_model_family_not_name_drop_flag,15,15.0,0.13333333333333333,0.339934634239519,0.0877707451472511,1.0,0.0,,,,0.0,0.0,,,,0.0,1,,,,,,,,,,,,,,,,gpt-3.5-turbo
28,0_c_same_model_family_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,,,,,,,,,,,,,,,,gpt-3.5-turbo
29,0_c_same_model_family_not_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,,,,,,,,,,,,,,,,gpt-3.5-turbo
30,0_c_not_same_model_family_name_drop_any_specific_flag,1,1.0,0.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,,,,,,,,,,,,,,,,gpt-3.5-turbo
31,0_c_not_same_model_family_not_name_drop_any_specific_flag,15,15.0,0.13333333333333333,0.339934634239519,0.0877707451472511,1.0,0.0,,,,0.0,0.0,,,,0.0,1,,,,,,,,,,,,,,,,gpt-3.5-turbo
32,all,320,320.0,0.340625,0.47391941232133544,0.026492900545181435,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,gpt-3.5-turbo
33,all,320,,,,,,,,,,,,,,,,2,320.0,0.609375,0.48789046862487484,0.027273906335486212,1.0,0.0,,,,0.0,0.0,,,,0.0,gpt-3.5-turbo
34,0_all,160,160.0,0.55625,0.49682586235018006,0.03927753313759662,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,gpt-3.5-turbo
35,0_c_same_model_family,16,16.0,0.625,0.4841229182759271,0.12103072956898178,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,gpt-3.5-turbo
36,0_c_not_same_model_family,144,144.0,0.5486111111111112,0.4976313493707398,0.04146927911422831,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,gpt-3.5-turbo
37,0_c_name_drop_flag,10,10.0,0.7,0.45825756949558394,0.14491376746189435,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,gpt-3.5-turbo
38,0_c_not_name_drop_flag,150,150.0,0.5466666666666666,0.49781745873585254,0.04064662529839529,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,gpt-3.5-turbo
39,0_c_name_drop_any_specific_flag,19,19.0,0.7368421052631579,0.44034738238635557,0.10102261788814663,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,gpt-3.5-turbo
40,0_c_not_name_drop_any_specific_flag,141,141.0,0.5319148936170213,0.4989803999812159,0.0420217302418721,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,gpt-3.5-turbo
41,0_c_same_model_family_name_drop_flag,1,1.0,1.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,gpt-3.5-turbo
42,0_c_same_model_family_not_name_drop_flag,15,15.0,0.6,0.48989794855663565,0.12649110640673517,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,gpt-3.5-turbo
43,0_c_not_same_model_family_name_drop_flag,9,9.0,0.6666666666666666,0.4714045207910317,0.15713484026367722,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,gpt-3.5-turbo
44,0_c_not_same_model_family_not_name_drop_flag,135,135.0,0.5407407407407407,0.498337427897901,0.04289005686756467,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,gpt-3.5-turbo
45,0_c_same_model_family_name_drop_any_specific_flag,3,3.0,0.6666666666666666,0.4714045207910317,0.2721655269759087,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,gpt-3.5-turbo
46,0_c_same_model_family_not_name_drop_any_specific_flag,13,13.0,0.6153846153846154,0.48650425541051995,0.13493200297031221,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,gpt-3.5-turbo
47,0_c_not_same_model_family_name_drop_any_specific_flag,16,16.0,0.75,0.4330127018922193,0.10825317547305482,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,gpt-3.5-turbo
48,0_c_not_same_model_family_not_name_drop_any_specific_flag,128,128.0,0.5234375,0.49945038151326904,0.044145593954280096,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,gpt-3.5-turbo
49,1_all,160,160.0,0.125,0.33071891388307384,0.02614562582918986,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,gpt-3.5-turbo
50,1_c_same_model_family,16,16.0,0.0625,0.24206145913796356,0.06051536478449089,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,gpt-3.5-turbo
51,1_c_not_same_model_family,144,144.0,0.13194444444444445,0.3384303591947557,0.02820252993289631,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,gpt-3.5-turbo
52,1_c_name_drop_flag,10,10.0,0.4,0.4898979485566356,0.15491933384829665,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,gpt-3.5-turbo
53,1_c_not_name_drop_flag,150,150.0,0.10666666666666667,0.308688984074406,0.025204350006680577,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,gpt-3.5-turbo
54,1_c_name_drop_any_specific_flag,19,19.0,0.2631578947368421,0.44034738238635557,0.10102261788814663,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,gpt-3.5-turbo
55,1_c_not_name_drop_any_specific_flag,141,141.0,0.10638297872340426,0.30832716481254124,0.025965831416387482,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,gpt-3.5-turbo
56,1_c_same_model_family_name_drop_flag,1,1.0,0.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,gpt-3.5-turbo
57,1_c_same_model_family_not_name_drop_flag,15,15.0,0.06666666666666667,0.24944382578492943,0.06440611887195306,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,gpt-3.5-turbo
58,1_c_not_same_model_family_name_drop_flag,9,9.0,0.4444444444444444,0.4969039949999533,0.16563466499998444,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,gpt-3.5-turbo
59,1_c_not_same_model_family_not_name_drop_flag,135,135.0,0.1111111111111111,0.3142696805273545,0.027048027531119317,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,gpt-3.5-turbo
60,1_c_same_model_family_name_drop_any_specific_flag,3,3.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,gpt-3.5-turbo
61,1_c_same_model_family_not_name_drop_any_specific_flag,13,13.0,0.07692307692307693,0.26646935501059654,0.07390530175619407,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,gpt-3.5-turbo
62,1_c_not_same_model_family_name_drop_any_specific_flag,16,16.0,0.3125,0.46351240544347894,0.11587810136086973,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,gpt-3.5-turbo
63,1_c_not_same_model_family_not_name_drop_any_specific_flag,128,128.0,0.109375,0.3121091305537215,0.027586810335596745,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,gpt-3.5-turbo
64,0_all,160,,,,,,,,,,,,,,,,2,160.0,0.825,0.3799671038392666,0.030039037101744787,1.0,0.0,,,,0.0,0.0,,,,0.0,gpt-3.5-turbo
65,0_b_same_model_family,16,,,,,,,,,,,,,,,,2,16.0,0.9375,0.24206145913796356,0.06051536478449089,1.0,0.0,,,,0.0,0.0,,,,0.0,gpt-3.5-turbo
66,0_b_not_same_model_family,144,,,,,,,,,,,,,,,,2,144.0,0.8125,0.3903123748998999,0.03252603124165832,1.0,0.0,,,,0.0,0.0,,,,0.0,gpt-3.5-turbo
67,0_b_name_drop_flag,10,,,,,,,,,,,,,,,,2,10.0,0.5,0.5,0.15811388300841897,1.0,0.0,,,,0.0,0.0,,,,0.0,gpt-3.5-turbo
68,0_b_not_name_drop_flag,150,,,,,,,,,,,,,,,,2,150.0,0.8466666666666667,0.36030850978324425,0.029419066631718307,1.0,0.0,,,,0.0,0.0,,,,0.0,gpt-3.5-turbo
69,0_b_name_drop_any_specific_flag,19,,,,,,,,,,,,,,,,2,19.0,0.6842105263157895,0.464829519280413,0.10663920529041637,1.0,0.0,,,,0.0,0.0,,,,0.0,gpt-3.5-turbo
70,0_b_not_name_drop_any_specific_flag,141,,,,,,,,,,,,,,,,2,141.0,0.8439716312056738,0.3628822356160576,0.03056019718449761,1.0,0.0,,,,0.0,0.0,,,,0.0,gpt-3.5-turbo
71,0_b_same_model_family_name_drop_flag,1,,,,,,,,,,,,,,,,2,1.0,1.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,gpt-3.5-turbo
72,0_b_same_model_family_not_name_drop_flag,15,,,,,,,,,,,,,,,,2,15.0,0.9333333333333333,0.24944382578492943,0.06440611887195306,1.0,0.0,,,,0.0,0.0,,,,0.0,gpt-3.5-turbo
73,0_b_not_same_model_family_name_drop_flag,9,,,,,,,,,,,,,,,,2,9.0,0.4444444444444444,0.4969039949999533,0.16563466499998444,1.0,0.0,,,,0.0,0.0,,,,0.0,gpt-3.5-turbo
74,0_b_not_same_model_family_not_name_drop_flag,135,,,,,,,,,,,,,,,,2,135.0,0.837037037037037,0.36933187740201207,0.031787026897811384,1.0,0.0,,,,0.0,0.0,,,,0.0,gpt-3.5-turbo
75,0_b_same_model_family_name_drop_any_specific_flag,3,,,,,,,,,,,,,,,,2,3.0,1.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,,,,0.0,gpt-3.5-turbo
76,0_b_same_model_family_not_name_drop_any_specific_flag,13,,,,,,,,,,,,,,,,2,13.0,0.9230769230769231,0.2664693550105965,0.07390530175619406,1.0,0.0,,,,0.0,0.0,,,,0.0,gpt-3.5-turbo
77,0_b_not_same_model_family_name_drop_any_specific_flag,16,,,,,,,,,,,,,,,,2,16.0,0.625,0.4841229182759271,0.12103072956898178,1.0,0.0,,,,0.0,0.0,,,,0.0,gpt-3.5-turbo
78,0_b_not_same_model_family_not_name_drop_any_specific_flag,128,,,,,,,,,,,,,,,,2,128.0,0.8359375,0.3703322779528541,0.03273305812909056,1.0,0.0,,,,0.0,0.0,,,,0.0,gpt-3.5-turbo
79,1_all,160,,,,,,,,,,,,,,,,2,160.0,0.39375,0.4885805332798268,0.038625682639598743,1.0,0.0,,,,0.0,0.0,,,,0.0,gpt-3.5-turbo
80,1_b_same_model_family,16,,,,,,,,,,,,,,,,2,16.0,0.375,0.4841229182759271,0.12103072956898178,1.0,0.0,,,,0.0,0.0,,,,0.0,gpt-3.5-turbo
81,1_b_not_same_model_family,144,,,,,,,,,,,,,,,,2,144.0,0.3958333333333333,0.4890289414293959,0.04075241178578299,1.0,0.0,,,,0.0,0.0,,,,0.0,gpt-3.5-turbo
82,1_b_name_drop_flag,10,,,,,,,,,,,,,,,,2,10.0,0.2,0.4000000000000001,0.1264911064067352,1.0,0.0,,,,0.0,0.0,,,,0.0,gpt-3.5-turbo
83,1_b_not_name_drop_flag,150,,,,,,,,,,,,,,,,2,150.0,0.4066666666666667,0.49121165386103055,0.040107263588938506,1.0,0.0,,,,0.0,0.0,,,,0.0,gpt-3.5-turbo
84,1_b_name_drop_any_specific_flag,19,,,,,,,,,,,,,,,,2,19.0,0.21052631578947367,0.40768245749551757,0.09352877017248826,1.0,0.0,,,,0.0,0.0,,,,0.0,gpt-3.5-turbo
85,1_b_not_name_drop_any_specific_flag,141,,,,,,,,,,,,,,,,2,141.0,0.41843971631205673,0.4933030712703319,0.04154361291383239,1.0,0.0,,,,0.0,0.0,,,,0.0,gpt-3.5-turbo
86,1_b_same_model_family_name_drop_flag,1,,,,,,,,,,,,,,,,2,1.0,0.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,gpt-3.5-turbo
87,1_b_same_model_family_not_name_drop_flag,15,,,,,,,,,,,,,,,,2,15.0,0.4,0.48989794855663565,0.12649110640673517,1.0,0.0,,,,0.0,0.0,,,,0.0,gpt-3.5-turbo
88,1_b_not_same_model_family_name_drop_flag,9,,,,,,,,,,,,,,,,2,9.0,0.2222222222222222,0.41573970964154905,0.1385799032138497,1.0,0.0,,,,0.0,0.0,,,,0.0,gpt-3.5-turbo
89,1_b_not_same_model_family_not_name_drop_flag,135,,,,,,,,,,,,,,,,2,135.0,0.4074074074074074,0.49135182079339257,0.04228883153470001,1.0,0.0,,,,0.0,0.0,,,,0.0,gpt-3.5-turbo
90,1_b_same_model_family_name_drop_any_specific_flag,3,,,,,,,,,,,,,,,,2,3.0,0.3333333333333333,0.4714045207910317,0.2721655269759087,1.0,0.0,,,,0.0,0.0,,,,0.0,gpt-3.5-turbo
91,1_b_same_model_family_not_name_drop_any_specific_flag,13,,,,,,,,,,,,,,,,2,13.0,0.38461538461538464,0.48650425541051995,0.13493200297031221,1.0,0.0,,,,0.0,0.0,,,,0.0,gpt-3.5-turbo
92,1_b_not_same_model_family_name_drop_any_specific_flag,16,,,,,,,,,,,,,,,,2,16.0,0.1875,0.3903123748998999,0.09757809372497497,1.0,0.0,,,,0.0,0.0,,,,0.0,gpt-3.5-turbo
93,1_b_not_same_model_family_not_name_drop_any_specific_flag,128,,,,,,,,,,,,,,,,2,128.0,0.421875,0.4938587696649721,0.04365136062231837,1.0,0.0,,,,0.0,0.0,,,,0.0,gpt-3.5-turbo
94,all,640,640.0,0.15,0.3570714214271425,0.014114487238295267,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,gpt-3.5-turbo
95,all,640,,,,,,,,,,,,,,,,3,640.0,0.4265625,0.49457753041737557,0.01954989344575142,1.0,0.0,,,,0.0,0.0,,,,0.0,gpt-3.5-turbo
96,0_all,222,222.0,0.26576576576576577,0.4417401085623785,0.02964765486925408,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,gpt-3.5-turbo
97,0_c_same_model_family,38,38.0,0.18421052631578946,0.3876557858593746,0.06288607249167032,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,gpt-3.5-turbo
98,0_c_not_same_model_family,184,184.0,0.2826086956521739,0.4502677212436517,0.03319417680678597,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,gpt-3.5-turbo
99,0_c_name_drop_flag,13,13.0,0.38461538461538464,0.48650425541051995,0.13493200297031221,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,gpt-3.5-turbo
100,0_c_not_name_drop_flag,209,209.0,0.2583732057416268,0.43774021096584415,0.030279123534086128,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,gpt-3.5-turbo
101,0_c_name_drop_any_specific_flag,46,46.0,0.41304347826086957,0.4923805066480924,0.07259754507273408,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,gpt-3.5-turbo
102,0_c_not_name_drop_any_specific_flag,176,176.0,0.22727272727272727,0.4190702026042222,0.031588605064918715,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,gpt-3.5-turbo
103,0_c_same_model_family_name_drop_flag,2,2.0,0.5,0.5,0.35355339059327373,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,gpt-3.5-turbo
104,0_c_same_model_family_not_name_drop_flag,36,36.0,0.16666666666666666,0.372677996249965,0.06211299937499417,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,gpt-3.5-turbo
105,0_c_not_same_model_family_name_drop_flag,11,11.0,0.36363636363636365,0.48104569292083466,0.14504073367590284,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,gpt-3.5-turbo
106,0_c_not_same_model_family_not_name_drop_flag,173,173.0,0.2774566473988439,0.44774373944594414,0.034041326143740266,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,gpt-3.5-turbo
107,0_c_same_model_family_name_drop_any_specific_flag,8,8.0,0.25,0.4330127018922193,0.15309310892394862,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,gpt-3.5-turbo
108,0_c_same_model_family_not_name_drop_any_specific_flag,30,30.0,0.16666666666666666,0.37267799624996495,0.06804138174397717,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,gpt-3.5-turbo
109,0_c_not_same_model_family_name_drop_any_specific_flag,38,38.0,0.4473684210526316,0.4972222007287152,0.08066009201997745,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,gpt-3.5-turbo
110,0_c_not_same_model_family_not_name_drop_any_specific_flag,146,146.0,0.23972602739726026,0.4269162203355458,0.03533183778895637,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,gpt-3.5-turbo
111,1_all,216,216.0,0.1527777777777778,0.35977316241635054,0.024479463085208805,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,gpt-3.5-turbo
112,1_c_same_model_family,49,49.0,0.1836734693877551,0.3872176726736791,0.055316810381954164,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,gpt-3.5-turbo
113,1_c_not_same_model_family,167,167.0,0.1437125748502994,0.3507980482844745,0.027145567969015825,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,gpt-3.5-turbo
114,1_c_name_drop_flag,15,15.0,0.26666666666666666,0.44221663871405337,0.11417984514369005,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,gpt-3.5-turbo
115,1_c_not_name_drop_flag,201,201.0,0.14427860696517414,0.3513720116021806,0.024783870791901464,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,gpt-3.5-turbo
116,1_c_name_drop_any_specific_flag,41,41.0,0.14634146341463414,0.3534482133216936,0.05519933710725542,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,gpt-3.5-turbo
117,1_c_not_name_drop_any_specific_flag,175,175.0,0.15428571428571428,0.3612224143835224,0.02730584789831775,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,gpt-3.5-turbo
118,1_c_same_model_family_name_drop_flag,4,4.0,0.25,0.4330127018922193,0.21650635094610965,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,gpt-3.5-turbo
119,1_c_same_model_family_not_name_drop_flag,45,45.0,0.17777777777777778,0.3823255674241167,0.05699373055310027,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,gpt-3.5-turbo
120,1_c_not_same_model_family_name_drop_flag,11,11.0,0.2727272727272727,0.4453617714151233,0.13428162652290843,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,gpt-3.5-turbo
121,1_c_not_same_model_family_not_name_drop_flag,156,156.0,0.1346153846153846,0.341312295178824,0.027326853848981016,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,gpt-3.5-turbo
122,1_c_same_model_family_name_drop_any_specific_flag,15,15.0,0.13333333333333333,0.339934634239519,0.0877707451472511,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,gpt-3.5-turbo
123,1_c_same_model_family_not_name_drop_any_specific_flag,34,34.0,0.20588235294117646,0.40434491426080943,0.06934458070529786,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,gpt-3.5-turbo
124,1_c_not_same_model_family_name_drop_any_specific_flag,26,26.0,0.15384615384615385,0.36080121229411,0.0707589393082923,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,gpt-3.5-turbo
125,1_c_not_same_model_family_not_name_drop_any_specific_flag,141,141.0,0.14184397163120568,0.34889003904252036,0.029381841662063132,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,gpt-3.5-turbo
126,2_all,202,202.0,0.019801980198019802,0.13931927999475532,0.009802470333790192,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,gpt-3.5-turbo
127,2_c_same_model_family,41,41.0,0.024390243902439025,0.1542574468374819,0.024090965771941208,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,gpt-3.5-turbo
128,2_c_not_same_model_family,161,161.0,0.018633540372670808,0.13522696308743629,0.010657377681331928,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,gpt-3.5-turbo
129,2_c_name_drop_flag,12,12.0,0.08333333333333333,0.2763853991962833,0.07978559231302818,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,gpt-3.5-turbo
130,2_c_not_name_drop_flag,190,190.0,0.015789473684210527,0.1246602029718633,0.009043801658998032,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,gpt-3.5-turbo
