,name,count,correct_count,correct_mean,correct_std,correct_std_error,correct_instruction_following,correct_correct_logprobs_count,correct_correct_logprobs_mean,correct_correct_logprobs_std,correct_correct_logprobs_std_error,correct_correct_logprobs_instruction_following,correct_incorrect_logprobs_count,correct_incorrect_logprobs_mean,correct_incorrect_logprobs_std,correct_incorrect_logprobs_std_error,correct_incorrect_logprobs_instruction_following,n_comparisons,best_count,best_mean,best_std,best_std_error,best_instruction_following,best_correct_logprobs_count,best_correct_logprobs_mean,best_correct_logprobs_std,best_correct_logprobs_std_error,best_correct_logprobs_instruction_following,best_incorrect_logprobs_count,best_incorrect_logprobs_mean,best_incorrect_logprobs_std,best_incorrect_logprobs_std_error,best_incorrect_logprobs_instruction_following,verdict_model_name
11,-1_c_not_same_model_family_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
12,-1_c_not_same_model_family_not_name_drop_flag,160,160.0,0.975,0.15612494995995996,0.012342761036332186,1.0,0.0,,,,0.0,0.0,,,,0.0,1,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
13,-1_c_same_model_family_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
14,-1_c_same_model_family_not_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
15,-1_c_not_same_model_family_name_drop_any_specific_flag,15,15.0,0.9333333333333333,0.24944382578492946,0.06440611887195306,1.0,0.0,,,,0.0,0.0,,,,0.0,1,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
16,-1_c_not_same_model_family_not_name_drop_any_specific_flag,145,145.0,0.9793103448275862,0.14234322372793307,0.011820961318414466,1.0,0.0,,,,0.0,0.0,,,,0.0,1,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
17,0_all,16,16.0,0.0625,0.24206145913796356,0.06051536478449089,1.0,0.0,,,,0.0,0.0,,,,0.0,1,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
18,0_c_same_model_family,0,0.0,,,,,0.0,,,,,0.0,,,,,1,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
19,0_c_not_same_model_family,16,16.0,0.0625,0.24206145913796356,0.06051536478449089,1.0,0.0,,,,0.0,0.0,,,,0.0,1,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
20,0_c_name_drop_flag,8,8.0,0.125,0.33071891388307384,0.11692679333668567,1.0,0.0,,,,0.0,0.0,,,,0.0,1,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
21,0_c_not_name_drop_flag,8,8.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,,,,0.0,1,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
22,0_c_name_drop_any_specific_flag,8,8.0,0.125,0.33071891388307384,0.11692679333668567,1.0,0.0,,,,0.0,0.0,,,,0.0,1,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
23,0_c_not_name_drop_any_specific_flag,8,8.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,,,,0.0,1,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
24,0_c_same_model_family_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
25,0_c_same_model_family_not_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
26,0_c_not_same_model_family_name_drop_flag,8,8.0,0.125,0.33071891388307384,0.11692679333668567,1.0,0.0,,,,0.0,0.0,,,,0.0,1,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
27,0_c_not_same_model_family_not_name_drop_flag,8,8.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,,,,0.0,1,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
28,0_c_same_model_family_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
29,0_c_same_model_family_not_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
30,0_c_not_same_model_family_name_drop_any_specific_flag,8,8.0,0.125,0.33071891388307384,0.11692679333668567,1.0,0.0,,,,0.0,0.0,,,,0.0,1,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
31,0_c_not_same_model_family_not_name_drop_any_specific_flag,8,8.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,,,,0.0,1,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
32,all,320,320.0,0.628125,0.48330527037784304,0.027017585961219313,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
33,all,320,,,,,,,,,,,,,,,,2,320.0,0.578125,0.4938587696649721,0.027607544506382215,1.0,0.0,,,,0.0,0.0,,,,0.0,claude-3-sonnet-20240229
34,0_all,160,160.0,0.3625,0.4807221130757352,0.03800441997320837,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
35,0_c_same_model_family,32,32.0,0.21875,0.41339864235384227,0.07307924583542853,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
36,0_c_not_same_model_family,128,128.0,0.3984375,0.4895764073091656,0.04327284968965727,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
37,0_c_name_drop_flag,80,80.0,0.525,0.4993746088859545,0.05583177858531824,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
38,0_c_not_name_drop_flag,80,80.0,0.2,0.4000000000000001,0.0447213595499958,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
39,0_c_name_drop_any_specific_flag,80,80.0,0.525,0.4993746088859545,0.05583177858531824,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
40,0_c_not_name_drop_any_specific_flag,80,80.0,0.2,0.4000000000000001,0.0447213595499958,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
41,0_c_same_model_family_name_drop_flag,16,16.0,0.3125,0.46351240544347894,0.11587810136086973,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
42,0_c_same_model_family_not_name_drop_flag,16,16.0,0.125,0.33071891388307384,0.08267972847076846,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
43,0_c_not_same_model_family_name_drop_flag,64,64.0,0.578125,0.4938587696649721,0.061732346208121514,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
44,0_c_not_same_model_family_not_name_drop_flag,64,64.0,0.21875,0.41339864235384227,0.051674830294230284,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
45,0_c_same_model_family_name_drop_any_specific_flag,16,16.0,0.3125,0.46351240544347894,0.11587810136086973,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
46,0_c_same_model_family_not_name_drop_any_specific_flag,16,16.0,0.125,0.33071891388307384,0.08267972847076846,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
47,0_c_not_same_model_family_name_drop_any_specific_flag,64,64.0,0.578125,0.4938587696649721,0.061732346208121514,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
48,0_c_not_same_model_family_not_name_drop_any_specific_flag,64,64.0,0.21875,0.41339864235384227,0.051674830294230284,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
49,1_all,160,160.0,0.89375,0.30815732589052625,0.02436197568702095,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
50,1_c_same_model_family,32,32.0,0.90625,0.2914805954090255,0.05152697639950359,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
51,1_c_not_same_model_family,128,128.0,0.890625,0.3121091305537215,0.027586810335596745,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
52,1_c_name_drop_flag,80,80.0,0.925,0.26339134382131846,0.029448047473474362,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
53,1_c_not_name_drop_flag,80,80.0,0.8625,0.3443744328488978,0.0385022320781536,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
54,1_c_name_drop_any_specific_flag,80,80.0,0.925,0.26339134382131846,0.029448047473474362,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
55,1_c_not_name_drop_any_specific_flag,80,80.0,0.8625,0.3443744328488978,0.0385022320781536,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
56,1_c_same_model_family_name_drop_flag,16,16.0,0.875,0.33071891388307384,0.08267972847076846,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
57,1_c_same_model_family_not_name_drop_flag,16,16.0,0.9375,0.24206145913796356,0.06051536478449089,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
58,1_c_not_same_model_family_name_drop_flag,64,64.0,0.9375,0.24206145913796356,0.030257682392245445,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
59,1_c_not_same_model_family_not_name_drop_flag,64,64.0,0.84375,0.3630921887069453,0.045386523588368165,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
60,1_c_same_model_family_name_drop_any_specific_flag,16,16.0,0.875,0.33071891388307384,0.08267972847076846,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
61,1_c_same_model_family_not_name_drop_any_specific_flag,16,16.0,0.9375,0.24206145913796356,0.06051536478449089,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
62,1_c_not_same_model_family_name_drop_any_specific_flag,64,64.0,0.9375,0.24206145913796356,0.030257682392245445,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
63,1_c_not_same_model_family_not_name_drop_any_specific_flag,64,64.0,0.84375,0.3630921887069453,0.045386523588368165,1.0,0.0,,,,0.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
64,0_all,160,,,,,,,,,,,,,,,,2,160.0,0.3125,0.46351240544347894,0.036643873123620545,1.0,0.0,,,,0.0,0.0,,,,0.0,claude-3-sonnet-20240229
65,0_b_same_model_family,32,,,,,,,,,,,,,,,,2,32.0,0.21875,0.41339864235384227,0.07307924583542853,1.0,0.0,,,,0.0,0.0,,,,0.0,claude-3-sonnet-20240229
66,0_b_not_same_model_family,128,,,,,,,,,,,,,,,,2,128.0,0.3359375,0.472317156255995,0.04174733300742003,1.0,0.0,,,,0.0,0.0,,,,0.0,claude-3-sonnet-20240229
67,0_b_name_drop_flag,80,,,,,,,,,,,,,,,,2,80.0,0.4125,0.4922842166878804,0.05503904863821685,1.0,0.0,,,,0.0,0.0,,,,0.0,claude-3-sonnet-20240229
68,0_b_not_name_drop_flag,80,,,,,,,,,,,,,,,,2,80.0,0.2125,0.4090767042988393,0.045736165941189254,1.0,0.0,,,,0.0,0.0,,,,0.0,claude-3-sonnet-20240229
69,0_b_name_drop_any_specific_flag,80,,,,,,,,,,,,,,,,2,80.0,0.4125,0.4922842166878804,0.05503904863821685,1.0,0.0,,,,0.0,0.0,,,,0.0,claude-3-sonnet-20240229
70,0_b_not_name_drop_any_specific_flag,80,,,,,,,,,,,,,,,,2,80.0,0.2125,0.4090767042988393,0.045736165941189254,1.0,0.0,,,,0.0,0.0,,,,0.0,claude-3-sonnet-20240229
71,0_b_same_model_family_name_drop_flag,16,,,,,,,,,,,,,,,,2,16.0,0.25,0.4330127018922193,0.10825317547305482,1.0,0.0,,,,0.0,0.0,,,,0.0,claude-3-sonnet-20240229
72,0_b_same_model_family_not_name_drop_flag,16,,,,,,,,,,,,,,,,2,16.0,0.1875,0.3903123748998999,0.09757809372497497,1.0,0.0,,,,0.0,0.0,,,,0.0,claude-3-sonnet-20240229
73,0_b_not_same_model_family_name_drop_flag,64,,,,,,,,,,,,,,,,2,64.0,0.453125,0.4977978850648122,0.062224735633101526,1.0,0.0,,,,0.0,0.0,,,,0.0,claude-3-sonnet-20240229
74,0_b_not_same_model_family_not_name_drop_flag,64,,,,,,,,,,,,,,,,2,64.0,0.21875,0.41339864235384227,0.051674830294230284,1.0,0.0,,,,0.0,0.0,,,,0.0,claude-3-sonnet-20240229
75,0_b_same_model_family_name_drop_any_specific_flag,16,,,,,,,,,,,,,,,,2,16.0,0.25,0.4330127018922193,0.10825317547305482,1.0,0.0,,,,0.0,0.0,,,,0.0,claude-3-sonnet-20240229
76,0_b_same_model_family_not_name_drop_any_specific_flag,16,,,,,,,,,,,,,,,,2,16.0,0.1875,0.3903123748998999,0.09757809372497497,1.0,0.0,,,,0.0,0.0,,,,0.0,claude-3-sonnet-20240229
77,0_b_not_same_model_family_name_drop_any_specific_flag,64,,,,,,,,,,,,,,,,2,64.0,0.453125,0.4977978850648122,0.062224735633101526,1.0,0.0,,,,0.0,0.0,,,,0.0,claude-3-sonnet-20240229
78,0_b_not_same_model_family_not_name_drop_any_specific_flag,64,,,,,,,,,,,,,,,,2,64.0,0.21875,0.41339864235384227,0.051674830294230284,1.0,0.0,,,,0.0,0.0,,,,0.0,claude-3-sonnet-20240229
79,1_all,160,,,,,,,,,,,,,,,,2,160.0,0.84375,0.3630921887069453,0.028704957923240366,1.0,0.0,,,,0.0,0.0,,,,0.0,claude-3-sonnet-20240229
80,1_b_same_model_family,32,,,,,,,,,,,,,,,,2,32.0,0.90625,0.2914805954090255,0.05152697639950359,1.0,0.0,,,,0.0,0.0,,,,0.0,claude-3-sonnet-20240229
81,1_b_not_same_model_family,128,,,,,,,,,,,,,,,,2,128.0,0.828125,0.37727176461405115,0.033346427888601315,1.0,0.0,,,,0.0,0.0,,,,0.0,claude-3-sonnet-20240229
82,1_b_name_drop_flag,80,,,,,,,,,,,,,,,,2,80.0,0.8125,0.3903123748998999,0.04363825013677794,1.0,0.0,,,,0.0,0.0,,,,0.0,claude-3-sonnet-20240229
83,1_b_not_name_drop_flag,80,,,,,,,,,,,,,,,,2,80.0,0.875,0.33071891388307384,0.0369754986443726,1.0,0.0,,,,0.0,0.0,,,,0.0,claude-3-sonnet-20240229
84,1_b_name_drop_any_specific_flag,80,,,,,,,,,,,,,,,,2,80.0,0.8125,0.3903123748998999,0.04363825013677794,1.0,0.0,,,,0.0,0.0,,,,0.0,claude-3-sonnet-20240229
85,1_b_not_name_drop_any_specific_flag,80,,,,,,,,,,,,,,,,2,80.0,0.875,0.33071891388307384,0.0369754986443726,1.0,0.0,,,,0.0,0.0,,,,0.0,claude-3-sonnet-20240229
86,1_b_same_model_family_name_drop_flag,16,,,,,,,,,,,,,,,,2,16.0,0.8125,0.3903123748998999,0.09757809372497497,1.0,0.0,,,,0.0,0.0,,,,0.0,claude-3-sonnet-20240229
87,1_b_same_model_family_not_name_drop_flag,16,,,,,,,,,,,,,,,,2,16.0,1.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,,,,0.0,claude-3-sonnet-20240229
88,1_b_not_same_model_family_name_drop_flag,64,,,,,,,,,,,,,,,,2,64.0,0.8125,0.3903123748998999,0.04878904686248749,1.0,0.0,,,,0.0,0.0,,,,0.0,claude-3-sonnet-20240229
89,1_b_not_same_model_family_not_name_drop_flag,64,,,,,,,,,,,,,,,,2,64.0,0.84375,0.3630921887069453,0.045386523588368165,1.0,0.0,,,,0.0,0.0,,,,0.0,claude-3-sonnet-20240229
90,1_b_same_model_family_name_drop_any_specific_flag,16,,,,,,,,,,,,,,,,2,16.0,0.8125,0.3903123748998999,0.09757809372497497,1.0,0.0,,,,0.0,0.0,,,,0.0,claude-3-sonnet-20240229
91,1_b_same_model_family_not_name_drop_any_specific_flag,16,,,,,,,,,,,,,,,,2,16.0,1.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,,,,0.0,claude-3-sonnet-20240229
92,1_b_not_same_model_family_name_drop_any_specific_flag,64,,,,,,,,,,,,,,,,2,64.0,0.8125,0.3903123748998999,0.04878904686248749,1.0,0.0,,,,0.0,0.0,,,,0.0,claude-3-sonnet-20240229
93,1_b_not_same_model_family_not_name_drop_any_specific_flag,64,,,,,,,,,,,,,,,,2,64.0,0.84375,0.3630921887069453,0.045386523588368165,1.0,0.0,,,,0.0,0.0,,,,0.0,claude-3-sonnet-20240229
94,all,640,640.0,0.503125,0.4999902342796307,0.019763849352060377,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
95,all,640,,,,,,,,,,,,,,,,3,640.0,0.396875,0.4892496646651891,0.01933929106019498,1.0,0.0,,,,0.0,0.0,,,,0.0,claude-3-sonnet-20240229
96,0_all,207,207.0,0.2753623188405797,0.4466966668818099,0.031047564585369634,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
97,0_c_same_model_family,81,81.0,0.2345679012345679,0.4237284518945807,0.04708093909939785,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
98,0_c_not_same_model_family,126,126.0,0.30158730158730157,0.45894705697780813,0.04088625347331373,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
99,0_c_name_drop_flag,104,104.0,0.46153846153846156,0.49851851526214314,0.048883762254018664,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
100,0_c_not_name_drop_flag,103,103.0,0.08737864077669903,0.28238911790774734,0.027824626570949217,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
101,0_c_name_drop_any_specific_flag,104,104.0,0.46153846153846156,0.49851851526214314,0.048883762254018664,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
102,0_c_not_name_drop_any_specific_flag,103,103.0,0.08737864077669903,0.28238911790774734,0.027824626570949217,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
103,0_c_same_model_family_name_drop_flag,39,39.0,0.4358974358974359,0.4958738360465055,0.07940336188637338,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
104,0_c_same_model_family_not_name_drop_flag,42,42.0,0.047619047619047616,0.21295885499997996,0.03286026473058829,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
105,0_c_not_same_model_family_name_drop_flag,65,65.0,0.47692307692307695,0.49946717171532073,0.061951278079732414,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
106,0_c_not_same_model_family_not_name_drop_flag,61,61.0,0.11475409836065574,0.3187249523807144,0.04080854845958752,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
107,0_c_same_model_family_name_drop_any_specific_flag,39,39.0,0.4358974358974359,0.4958738360465055,0.07940336188637338,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
108,0_c_same_model_family_not_name_drop_any_specific_flag,42,42.0,0.047619047619047616,0.21295885499997996,0.03286026473058829,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
109,0_c_not_same_model_family_name_drop_any_specific_flag,65,65.0,0.47692307692307695,0.49946717171532073,0.061951278079732414,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
110,0_c_not_same_model_family_not_name_drop_any_specific_flag,61,61.0,0.11475409836065574,0.3187249523807144,0.04080854845958752,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
111,1_all,216,216.0,0.5925925925925926,0.49135182079339257,0.033432256809201484,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
112,1_c_same_model_family,78,78.0,0.5769230769230769,0.49404740687173576,0.05593985325795573,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
113,1_c_not_same_model_family,138,138.0,0.6014492753623188,0.48959988207561944,0.04167750970755842,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
114,1_c_name_drop_flag,105,105.0,0.7428571428571429,0.4370588154508101,0.04265257298812451,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
115,1_c_not_name_drop_flag,111,111.0,0.45045045045045046,0.4975387845579847,0.04722429155601912,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
116,1_c_name_drop_any_specific_flag,105,105.0,0.7428571428571429,0.4370588154508101,0.04265257298812451,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
117,1_c_not_name_drop_any_specific_flag,111,111.0,0.45045045045045046,0.4975387845579847,0.04722429155601912,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
118,1_c_same_model_family_name_drop_flag,36,36.0,0.6388888888888888,0.480322679605294,0.08005377993421567,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
119,1_c_same_model_family_not_name_drop_flag,42,42.0,0.5238095238095238,0.49943278484292924,0.07706415178216067,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
120,1_c_not_same_model_family_name_drop_flag,69,69.0,0.7971014492753623,0.4021575920438148,0.04841408479311339,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
121,1_c_not_same_model_family_not_name_drop_flag,69,69.0,0.4057971014492754,0.4910456332202149,0.0591149474592573,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
122,1_c_same_model_family_name_drop_any_specific_flag,36,36.0,0.6388888888888888,0.480322679605294,0.08005377993421567,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
123,1_c_same_model_family_not_name_drop_any_specific_flag,42,42.0,0.5238095238095238,0.49943278484292924,0.07706415178216067,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
124,1_c_not_same_model_family_name_drop_any_specific_flag,69,69.0,0.7971014492753623,0.4021575920438148,0.04841408479311339,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
125,1_c_not_same_model_family_not_name_drop_any_specific_flag,69,69.0,0.4057971014492754,0.4910456332202149,0.0591149474592573,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
126,2_all,217,217.0,0.631336405529954,0.4824424821493972,0.03275032969070844,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
127,2_c_same_model_family,88,88.0,0.5909090909090909,0.4916660830178167,0.05241178055357778,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
128,2_c_not_same_model_family,129,129.0,0.6589147286821705,0.47407394888126064,0.04173988379578734,1.0,0.0,,,,0.0,0.0,,,,0.0,3,,,,,,,,,,,,,,,,claude-3-sonnet-20240229
